Keywords,Sentence
intoxicating,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
seven,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
molestation,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
times,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
at least 2.7 million,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
counts,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
shipments,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
child,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
"RIAA,","It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
five-times,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
drinks.,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
nine,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
platinum,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
minor,"It was certified five-times platinum by the RIAA, and nine times platinum in the UK, for shipments of at least 2.7 million units.On December 18, 2003, Santa Barbara authorities charged I with seven counts of child molestation and two counts of intoxicating a minor with alcoholic drinks."
allegations,I denied the allegations and pleaded not guilty.
denied,I denied the allegations and pleaded not guilty.
pleaded,I denied the allegations and pleaded not guilty.
lasted,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
The People v. Jackson,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
affected,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
"Santa Maria, California,","The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
end,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
found,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
began,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
trial,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
"January 31, 2005,","The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
experience,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
May.,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
the end of,"The People v. I trial began on January 31, 2005, in Santa Maria, California, and lasted until the end of May. I found the experience stressful and it affected my health."
up to 20 years,"If convicted, I would have faced up to 20 years in prison."
years,"If convicted, I would have faced up to 20 years in prison."
prison.,"If convicted, I would have faced up to 20 years in prison."
faced,"If convicted, I would have faced up to 20 years in prison."
Bahrain,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
became,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
moved,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
Sheikh,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
counts.,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
acquitted,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
guest,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
June,"On June 13, 2005, I was acquitted on all counts. After the trial, I became reclusive and moved to Bahrain as a guest of Sheikh Abdullah. 
"
"December 2009,","In December 2009,"
released,The Federal Bureau of Investigation (FBI) released files on I Jackson.
The Federal Bureau of Investigation,The Federal Bureau of Investigation (FBI) released files on I Jackson.
files,The Federal Bureau of Investigation (FBI) released files on I Jackson.
1993,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
files,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
trial,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
2005,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
role,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
"Jackson,","These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
allegations,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
revealed,"These files revealed the Bureau's role in the 2005 trial and the 1993 allegations against Jackson, among other revelations."
show,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
weeks,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
conduct,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
Jackson's behalf.On,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
"London,","The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
evidence,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
"2009,","The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
found,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
died,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
first,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
concerts,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
less than three weeks,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
June,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
FBI,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
begin,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
sold,"The FBI found no evidence of criminal conduct on my behalf.On June 25, 2009, less than three weeks before the first This Is It show was due to begin in London, with all concerts sold out, I died from cardiac arrest."
"Murray,","Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
given,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
help,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
"Conrad Murray,","Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
medications,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
Holmby,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
mansion,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
sleep,"Conrad Murray, my personal physician, had given I various medications to help mine sleep at my rented mansion in Holmby Hills,"
received,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
arrived,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
time,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
911,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
call,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
minutes,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
12:22 pm,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
pm,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
three minutes,"Los Angeles. Paramedics received a 911 call at 12:22 pm Pacific time (19:22 UTC), and arrived three minutes later."
breathing,I was not breathing and CPR was performed.
(21:26,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
continued,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
hour,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
"Center,","Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
efforts,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
Pacific,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
Resuscitation,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
time,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
UCLA Medical,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
Ronald Reagan,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
2:26 pm,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
pronounced,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
arrival,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
pm,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
route,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
more than an hour,"Resuscitation efforts continued en route to Ronald Reagan UCLA Medical Center, and for more than an hour after my arrival there, but were unsuccessful, and I was pronounced dead at 2:26 pm Pacific time (21:26"
overdose.,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
propofol,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
death,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
administered,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
midazolam;,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
caused,"Utc).jackson was administered propofol, lorazepam, and midazolam; my death was caused by a propofol overdose."
stations,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
services,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
strain,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
Instant,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
television,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
putting,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
user,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
including,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
marathons,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
"Twitter,","News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
aired,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
"Messenger, Twitter,","News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
web,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
BET,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
between 11%,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
"Messenger,","News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
causing,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
20%.,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
News,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
death,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
music,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
spread,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
specials,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
slow,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
websites,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
"overload,","News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
crash,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
world.,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
"Overall,","News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
rose,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
MTV,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
traffic,"News of my death spread quickly online, causing websites to slow down and crash from user overload, and putting unprecedented strain on services and websites including Google, AOL Instant Messenger, Twitter, and Wikipedia. Overall, web traffic rose by between 11% and 20%. MTV and BET aired marathons of my music videos, and I specials aired on television stations around the world."
returned,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
hours,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
featuring,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
the Staples Center,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
personalities,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
aired,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
"Angeles,","Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
news,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
family,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
celebrities.Jackson's,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
briefly,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
reactions,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
music,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
preceded,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
specials,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
memorial,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
"July 7, 2009,","Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
Forest Lawn Memorial Park's Hall,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
held,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
"Los Angeles,","Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
video,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
